id,dia,reef,site,transect,observer,team,night,depth,hc,habitat
49,-999,Rudder,3,1,KJ/ZC,2,0,2,21,flat
50,40,Rudder,3,1,KJ/ZC,2,0,2,21,flat
54,35,Rudder,3,1,KJ/ZC,2,0,2,21,flat
89,38,Rudder,3,1,KJ/ZC,2,0,2,21,flat
511,35,Rudder,3,1,KJ/ZC,2,0,2,21,flat
521,40,Rudder,3,1,KJ/ZC,2,0,2,21,flat
531,35,Rudder,3,1,KJ/ZC,2,0,2,21,flat
542,35,Rudder,3,1,KJ/ZC,2,0,2,21,flat
41,35,Rudder,3,4,KJ/ZC,2,0,2,21,flat
42,37,Rudder,3,4,KJ/ZC,2,0,2,21,flat
43,48,Rudder,3,4,KJ/ZC,2,0,2,21,flat
44,35,Rudder,3,4,KJ/ZC,2,0,2,21,flat
45,40,Rudder,3,4,KJ/ZC,2,0,2,21,flat
46,46,Rudder,3,4,KJ/ZC,2,0,2,21,flat
48,38,Rudder,3,4,KJ/ZC,2,0,2,21,flat
50,40,Rudder,3,4,KJ/ZC,2,0,2,21,flat
54,35,Rudder,3,4,KJ/ZC,2,0,2,21,flat
89,38,Rudder,3,4,KJ/ZC,2,0,2,21,flat
511,35,Rudder,3,4,KJ/ZC,2,0,2,21,flat
521,40,Rudder,3,4,KJ/ZC,2,0,2,21,flat
542,35,Rudder,3,4,KJ/ZC,2,0,2,21,flat
31,-999,Rudder,4,5,KJ/ZC,2,1,1,42,flat
36,23,Rudder,4,5,KJ/ZC,2,1,1,42,flat
37,40,Rudder,4,5,KJ/ZC,2,1,1,42,flat
38,38,Rudder,4,5,KJ/ZC,2,1,1,42,flat
105,30,Rudder,4,5,KJ/ZC,2,1,1,42,flat
441,32,Rudder,4,5,KJ/ZC,2,1,1,42,flat
442,35,Rudder,4,5,KJ/ZC,2,1,1,42,flat
445,30,Rudder,4,5,KJ/ZC,2,1,1,42,flat
447,32,Rudder,4,5,KJ/ZC,2,1,1,42,flat
448,35,Rudder,4,5,KJ/ZC,2,1,1,42,flat
449,33,Rudder,4,5,KJ/ZC,2,1,1,42,flat
450,32,Rudder,4,5,KJ/ZC,2,1,1,42,flat
454,32,Rudder,4,5,KJ/ZC,2,1,1,42,flat
460,30,Rudder,4,5,KJ/ZC,2,1,1,42,flat
488,40,Rudder,4,5,KJ/ZC,2,1,1,42,flat
4108,30,Rudder,4,5,KJ/ZC,2,1,1,42,flat
750,35,Rudder,5,2,KJ/ZC,2,0,2,24,flat
751,35,Rudder,5,2,KJ/ZC,2,0,2,24,flat
752,35,Rudder,5,2,KJ/ZC,2,0,2,24,flat
753,30,Rudder,5,2,KJ/ZC,2,0,2,24,flat
754,35,Rudder,5,2,KJ/ZC,2,0,2,24,flat
755,35,Rudder,5,2,KJ/ZC,2,0,2,24,flat
756,35,Rudder,5,2,KJ/ZC,2,0,2,24,flat
757,35,Rudder,5,2,KJ/ZC,2,0,2,24,flat
758,40,Rudder,5,2,KJ/ZC,2,0,2,24,flat
750,35,Rudder,5,5,KJ/ZC,2,0,2,24,flat
751,35,Rudder,5,5,KJ/ZC,2,0,2,24,flat
752,35,Rudder,5,5,KJ/ZC,2,0,2,24,flat
753,30,Rudder,5,5,KJ/ZC,2,0,2,24,flat
754,35,Rudder,5,5,KJ/ZC,2,0,2,24,flat
755,35,Rudder,5,5,KJ/ZC,2,0,2,24,flat
756,35,Rudder,5,5,KJ/ZC,2,0,2,24,flat
757,35,Rudder,5,5,KJ/ZC,2,0,2,24,flat
758,40,Rudder,5,5,KJ/ZC,2,0,2,24,flat
1,30,Undine,1,3,KJ/ZC,2,0,2,32,lagoon
3,35,Undine,1,3,KJ/ZC,2,0,2,32,lagoon
4,35,Undine,1,3,KJ/ZC,2,0,2,32,lagoon
5,30,Undine,1,3,KJ/ZC,2,0,2,32,lagoon
7,30,Undine,1,3,KJ/ZC,2,0,2,32,lagoon
8,25,Undine,1,3,KJ/ZC,2,0,2,32,lagoon
9,30,Undine,1,3,KJ/ZC,2,0,2,32,lagoon
10,30,Undine,1,3,KJ/ZC,2,0,2,32,lagoon
1,30,Undine,1,6,KJ/ZC,2,0,2,32,lagoon
2,30,Undine,1,6,KJ/ZC,2,0,2,32,lagoon
3,35,Undine,1,6,KJ/ZC,2,0,2,32,lagoon
4,50,Undine,1,6,KJ/ZC,2,0,2,32,lagoon
5,30,Undine,1,6,KJ/ZC,2,0,2,32,lagoon
6,30,Undine,1,6,KJ/ZC,2,0,2,32,lagoon
7,30,Undine,1,6,KJ/ZC,2,0,2,32,lagoon
8,25,Undine,1,6,KJ/ZC,2,0,2,32,lagoon
9,30,Undine,1,6,KJ/ZC,2,0,2,32,lagoon
10,30,Undine,1,6,KJ/ZC,2,0,2,32,lagoon
11,35,Undine,2,2,KJ/ZC,2,0,3,24,lagoon
12,35,Undine,2,2,KJ/ZC,2,0,3,24,lagoon
13,40,Undine,2,2,KJ/ZC,2,0,3,24,lagoon
14,40,Undine,2,2,KJ/ZC,2,0,3,24,lagoon
15,30,Undine,2,2,KJ/ZC,2,0,3,24,lagoon
16,35,Undine,2,2,KJ/ZC,2,0,3,24,lagoon
17,35,Undine,2,2,KJ/ZC,2,0,3,24,lagoon
11,35,Undine,2,5,KJ/ZC,2,0,3,24,lagoon
12,35,Undine,2,5,KJ/ZC,2,0,3,24,lagoon
13,40,Undine,2,5,KJ/ZC,2,0,3,24,lagoon
14,40,Undine,2,5,KJ/ZC,2,0,3,24,lagoon
15,30,Undine,2,5,KJ/ZC,2,0,3,24,lagoon
16,35,Undine,2,5,KJ/ZC,2,0,3,24,lagoon
17,35,Undine,2,5,KJ/ZC,2,0,3,24,lagoon
18,40,Undine,3,2,KJ/ZC,2,0,6,23,lagoon
20,35,Undine,3,2,KJ/ZC,2,0,6,23,lagoon
21,38,Undine,3,2,KJ/ZC,2,0,6,23,lagoon
22,-999,Undine,3,2,KJ/ZC,2,0,6,23,lagoon
23,-999,Undine,3,2,KJ/ZC,2,0,6,23,lagoon
24,40,Undine,3,2,KJ/ZC,2,0,6,23,lagoon
25,35,Undine,3,2,KJ/ZC,2,0,6,23,lagoon
26,-999,Undine,3,2,KJ/ZC,2,0,6,23,lagoon
27,35,Undine,3,2,KJ/ZC,2,0,6,23,lagoon
28,-999,Undine,3,2,KJ/ZC,2,0,6,23,lagoon
18,40,Undine,3,4,KJ/ZC,2,1,6,23,lagoon
22,-999,Undine,3,4,KJ/ZC,2,1,6,23,lagoon
23,-999,Undine,3,4,KJ/ZC,2,1,6,23,lagoon
24,40,Undine,3,4,KJ/ZC,2,1,6,23,lagoon
25,35,Undine,3,4,KJ/ZC,2,1,6,23,lagoon
29,-999,Undine,3,4,KJ/ZC,2,1,6,23,lagoon
